SalesOrderNumber,SalesOrderLineNumber,OrderDate,CustomerID,Item,Quantity,UnitPrice,TaxAmount
SO21131,3,14-07-2024,CUST2427,Running Shoes,8,37.97,15.19
SO21132,2,08-04-2025,CUST2702,Hand Sanitizer,6,67.13,20.14
SO21133,3,22-09-2024,CUST1743,Science Textbook,3,16.92,2.54
SO21134,2,23-01-2025,CUST2425,Laptop,4,1357.95,271.59
SO21135,4,15-10-2024,CUST1582,Smartphone,9,893.23,401.95
SO21136,2,01-09-2024,CUST1130,Vacuum Cleaner,4,111.58,22.32
SO21137,2,07-06-2024,CUST2669,Plant Pots,7,316.61,110.81
SO21138,4,30-04-2025,CUST2153,Lipstick,8,132.35,52.94
SO21139,4,07-10-2024,CUST1046,Remote Car,5,6.8,1.7
SO21140,4,23-07-2024,CUST1893,Remote Car,9,6.8,3.06
SO21141,3,14-10-2024,CUST2619,Car Cover,4,380.21,76.04
SO21142,4,16-12-2024,CUST1023,Car Cover,5,380.21,95.05
SO21143,1,23-12-2024,CUST2220,Hand Sanitizer,4,67.13,13.43
SO21144,4,13-10-2024,CUST2429,Coffee Maker,5,493.13,123.28
SO21145,2,09-04-2025,CUST1889,Yoga Mat,8,127.99,51.2
SO21146,3,29-04-2025,CUST2216,Vitamin Supplements,6,247.52,74.26
SO21147,4,31-08-2024,CUST1069,Nail Polish,8,101.32,40.53
SO21148,1,05-04-2025,CUST1813,Basketball,7,252.86,88.5
SO21149,2,19-03-2025,CUST1571,Mystery Novel,5,54.28,13.57
SO21150,4,06-01-2025,CUST2355,Vitamin Supplements,6,247.52,74.26
SO21151,4,15-11-2024,CUST1953,Bluetooth Speaker,6,781.62,234.49
SO21152,3,03-02-2025,CUST1064,Doll,9,31.13,14.01
SO21153,3,09-04-2025,CUST1156,Action Figure,6,60.65,18.2
SO21154,2,11-03-2025,CUST2735,Puzzle,7,53.84,18.84
SO21155,1,01-10-2024,CUST1212,Air Purifier,3,471.37,70.71
SO21156,4,25-07-2024,CUST2139,Blood Pressure Monitor,6,172.01,51.6
SO21157,2,21-03-2025,CUST1779,Microwave,1,306.02,15.3
SO21158,1,17-08-2024,CUST2052,Puzzle,5,53.84,13.46
SO21159,4,06-07-2024,CUST1070,Dash Cam,6,330.24,99.07
SO21160,2,26-08-2024,CUST2405,Building Blocks,3,58.63,8.79
SO21161,1,30-01-2025,CUST1854,Building Blocks,5,58.63,14.66
SO21162,2,07-03-2025,CUST2662,Bluetooth Speaker,1,781.62,39.08
SO21163,4,08-07-2024,CUST1662,Football,5,54.37,13.59
SO21164,3,05-01-2025,CUST2484,Puzzle,6,53.84,16.15
SO21165,3,07-03-2025,CUST2206,Dash Cam,3,330.24,49.54
SO21166,1,15-11-2024,CUST2886,Garden Hose,1,137.73,6.89
SO21167,3,13-06-2024,CUST2962,Hand Sanitizer,7,67.13,23.5
SO21168,3,27-12-2024,CUST2030,Smartwatch,6,1166.83,350.05
SO21169,3,20-05-2025,CUST2828,Plant Pots,9,316.61,142.47
SO21170,3,13-03-2025,CUST1672,Vacuum Cleaner,3,111.58,16.74
SO21171,4,25-03-2025,CUST1793,Microwave,6,306.02,91.81
SO21172,4,06-01-2025,CUST1583,Wireless Earbuds,7,1043.5,365.22
SO21173,4,18-07-2024,CUST1852,Laptop,5,1357.95,339.49
SO21174,4,01-07-2024,CUST1689,Smartphone,5,893.23,223.31
SO21175,1,21-02-2025,CUST1888,Pruning Shears,8,307.9,123.16
SO21176,3,18-11-2024,CUST2468,Jacket,9,178.65,80.39
SO21177,1,09-10-2024,CUST1336,Science Textbook,7,16.92,5.92
SO21178,4,31-07-2024,CUST1706,Car Cover,2,380.21,38.02
SO21179,2,10-08-2024,CUST1095,Yoga Mat,8,127.99,51.2
SO21180,2,31-03-2025,CUST1845,GPS Navigator,9,379.55,170.8
SO21181,4,16-04-2025,CUST1858,Car Cover,7,380.21,133.07
SO21182,1,04-03-2025,CUST2936,Basketball,8,252.86,101.14
SO21183,2,20-10-2024,CUST2981,Blood Pressure Monitor,4,172.01,34.4
SO21184,2,24-11-2024,CUST1933,Blender,3,265.85,39.88
SO21185,4,09-01-2025,CUST2950,Children's Book,8,6.62,2.65
SO21186,2,20-06-2024,CUST1588,Blender,5,265.85,66.46
SO21187,3,06-05-2025,CUST2489,Foundation,9,135.88,61.15
SO21188,2,16-05-2025,CUST1847,Running Shorts,3,278.63,41.79
SO21189,4,23-09-2024,CUST2009,Garden Hose,4,137.73,27.55
SO21190,2,13-10-2024,CUST2807,Hand Sanitizer,6,67.13,20.14
SO21191,3,18-07-2024,CUST2498,Jeans,8,102.22,40.89
SO21192,4,12-10-2024,CUST1912,Thermometer,2,245.46,24.55
SO21193,2,07-01-2025,CUST2873,Dash Cam,5,330.24,82.56
SO21194,2,05-05-2025,CUST2121,Perfume,4,48.96,9.79
SO21195,4,17-10-2024,CUST2463,Bluetooth Speaker,9,781.62,351.73
SO21196,3,15-11-2024,CUST2815,Bluetooth Speaker,4,781.62,156.32
SO21197,1,02-08-2024,CUST2689,Microwave,6,306.02,91.81
SO21198,3,09-07-2024,CUST1789,Running Shoes,5,37.97,9.49
SO21199,4,10-01-2025,CUST2298,Vacuum Cleaner,5,111.58,27.9
SO21200,2,05-12-2024,CUST2499,Garden Hose,6,137.73,41.32
SO21201,1,09-01-2025,CUST1468,Biography,4,46.3,9.26
SO21202,4,28-11-2024,CUST2651,T-Shirt,2,74.96,7.5
SO21203,3,21-04-2025,CUST1284,Sunglasses,4,101.72,20.34
SO21204,4,09-04-2025,CUST2026,Car Vacuum,1,98.41,4.92
SO21205,4,23-08-2024,CUST2580,Remote Car,2,6.8,0.68
SO21206,1,03-11-2024,CUST1301,Tennis Racket,9,152.03,68.41
SO21207,1,29-11-2024,CUST1557,Building Blocks,5,58.63,14.66
SO21208,3,17-08-2024,CUST1815,Running Shorts,7,278.63,97.52
SO21209,4,18-12-2024,CUST1362,Lawn Mower,3,312.5,46.88
SO21210,3,06-08-2024,CUST2880,Perfume,4,48.96,9.79
SO21211,4,22-04-2025,CUST2855,Yoga Mat,8,127.99,51.2
SO21212,2,21-04-2025,CUST1616,Biography,4,46.3,9.26
SO21213,2,16-04-2025,CUST1888,Coffee Maker,2,493.13,49.31
SO21214,3,24-08-2024,CUST1392,Vitamin Supplements,4,247.52,49.5
SO21215,1,07-05-2025,CUST1006,Pruning Shears,9,307.9,138.56
SO21216,4,26-11-2024,CUST2321,Blood Pressure Monitor,5,172.01,43
SO21217,4,08-01-2025,CUST1948,Running Shoes,3,37.97,5.7
SO21218,4,01-07-2024,CUST1259,Coffee Maker,7,493.13,172.6
SO21219,3,27-11-2024,CUST1500,Running Shorts,7,278.63,97.52
SO21220,4,16-08-2024,CUST2497,Wireless Earbuds,2,1043.5,104.35
SO21221,3,22-07-2024,CUST2403,Vitamin Supplements,5,247.52,61.88
SO21222,2,08-10-2024,CUST2709,Perfume,8,48.96,19.58
SO21223,2,04-10-2024,CUST2106,Building Blocks,2,58.63,5.86
SO21224,2,13-09-2024,CUST1271,Car Vacuum,6,98.41,29.52
SO21225,2,27-11-2024,CUST1982,Car Vacuum,4,98.41,19.68
SO21226,3,21-12-2024,CUST1747,Building Blocks,8,58.63,23.45
SO21227,4,11-05-2025,CUST2188,Vitamin Supplements,7,247.52,86.63
SO21228,4,10-08-2024,CUST2213,Coffee Maker,8,493.13,197.25
SO21229,4,22-09-2024,CUST2207,Tennis Racket,9,152.03,68.41
SO21230,4,30-05-2024,CUST1188,Remote Car,2,6.8,0.68
SO21231,1,14-03-2025,CUST1848,Air Purifier,9,471.37,212.12
SO21232,2,30-09-2024,CUST1310,Children's Book,8,6.62,2.65
SO21233,2,14-04-2025,CUST1417,Bluetooth Speaker,7,781.62,273.57
SO21234,4,08-11-2024,CUST1315,T-Shirt,4,74.96,14.99
SO21235,2,28-03-2025,CUST1315,Jacket,4,178.65,35.73
SO21236,4,15-03-2025,CUST2635,Hand Sanitizer,8,67.13,26.85
SO21237,4,27-02-2025,CUST1758,Hand Sanitizer,1,67.13,3.36
SO21238,3,18-01-2025,CUST2987,Jacket,8,178.65,71.46
SO21239,4,28-09-2024,CUST1145,Car Cover,6,380.21,114.06
SO21240,1,26-04-2025,CUST1649,Foundation,5,135.88,33.97
SO21241,4,03-05-2025,CUST2357,Garden Hose,5,137.73,34.43
SO21242,4,11-09-2024,CUST2079,Mystery Novel,3,54.28,8.14
SO21243,3,03-11-2024,CUST2829,Tire Inflator,1,127.25,6.36
SO21244,4,14-12-2024,CUST1380,Lawn Mower,4,312.5,62.5
SO21245,2,14-05-2025,CUST1981,Jeans,7,102.22,35.78
SO21246,4,09-01-2025,CUST2518,Coffee Maker,8,493.13,197.25
SO21247,4,09-04-2025,CUST2421,Sunglasses,6,101.72,30.52
SO21248,1,27-12-2024,CUST2327,Foundation,9,135.88,61.15
SO21249,3,11-06-2024,CUST1865,Vitamin Supplements,9,247.52,111.38
SO21250,2,25-06-2024,CUST1685,Lipstick,4,132.35,26.47
SO21251,3,19-03-2025,CUST2944,Thermometer,5,245.46,61.36
SO21252,2,28-02-2025,CUST1478,Cookbook,5,42.12,10.53
SO21253,3,06-10-2024,CUST2797,Building Blocks,7,58.63,20.52
SO21254,2,23-05-2025,CUST2174,Bluetooth Speaker,7,781.62,273.57
SO21255,2,17-01-2025,CUST1641,Blood Pressure Monitor,9,172.01,77.4
SO21256,2,25-08-2024,CUST2882,Mystery Novel,7,54.28,19
SO21257,1,28-11-2024,CUST1054,Car Cover,4,380.21,76.04
SO21258,4,10-10-2024,CUST2523,Coffee Maker,1,493.13,24.66
SO21259,2,07-12-2024,CUST2753,Running Shoes,3,37.97,5.7
SO21260,1,27-03-2025,CUST2237,Remote Car,6,6.8,2.04
SO21261,1,04-01-2025,CUST2526,Basketball,7,252.86,88.5
SO21262,1,16-04-2025,CUST2009,Garden Hose,5,137.73,34.43
SO21263,4,03-10-2024,CUST2162,Children's Book,2,6.62,0.66
SO21264,4,29-11-2024,CUST1301,Basketball,4,252.86,50.57
SO21265,2,16-12-2024,CUST1715,Pruning Shears,7,307.9,107.76
SO21266,2,14-02-2025,CUST1888,Smartwatch,6,1166.83,350.05
SO21267,4,29-09-2024,CUST2051,First Aid Kit,2,102.73,10.27
SO21268,1,06-05-2025,CUST2293,Garden Hose,2,137.73,13.77
SO21269,3,18-08-2024,CUST1917,Lipstick,6,132.35,39.7
SO21270,4,10-09-2024,CUST2817,First Aid Kit,4,102.73,20.55
SO21271,2,04-04-2025,CUST2059,Car Cover,3,380.21,57.03
SO21272,2,07-06-2024,CUST2646,Plant Pots,5,316.61,79.15
SO21273,4,27-08-2024,CUST1887,Biography,8,46.3,18.52
SO21274,4,17-12-2024,CUST1569,Blender,2,265.85,26.59
SO21275,1,17-04-2025,CUST2172,Cookbook,8,42.12,16.85
SO21276,4,26-02-2025,CUST2799,Cookbook,1,42.12,2.11
SO21277,2,22-09-2024,CUST2345,Pruning Shears,4,307.9,61.58
SO21278,4,15-05-2025,CUST1734,Jeans,5,102.22,25.56
SO21279,4,20-10-2024,CUST1161,Football,7,54.37,19.03
SO21280,3,09-10-2024,CUST2334,Tennis Racket,7,152.03,53.21
SO21281,2,16-08-2024,CUST1932,Air Purifier,4,471.37,94.27
SO21282,2,10-08-2024,CUST1947,Science Textbook,2,16.92,1.69
SO21283,1,20-07-2024,CUST2987,T-Shirt,3,74.96,11.24
SO21284,1,14-06-2024,CUST1696,GPS Navigator,9,379.55,170.8
SO21285,4,25-05-2025,CUST2052,Smartwatch,7,1166.83,408.39
SO21286,3,20-10-2024,CUST1234,Lipstick,6,132.35,39.7
SO21287,3,15-05-2025,CUST2288,Car Cover,2,380.21,38.02
SO21288,1,24-11-2024,CUST1700,Laptop,7,1357.95,475.28
SO21289,4,11-06-2024,CUST2507,Running Shorts,8,278.63,111.45
SO21290,3,28-05-2025,CUST1310,Running Shoes,6,37.97,11.39
SO21291,3,30-08-2024,CUST1914,Nail Polish,3,101.32,15.2
SO21292,3,28-10-2024,CUST1570,Moisturizer,3,145.13,21.77
SO21293,3,24-12-2024,CUST1475,Children's Book,4,6.62,1.32
SO21294,1,11-07-2024,CUST1260,Lipstick,5,132.35,33.09
SO21295,2,28-05-2024,CUST2521,Science Textbook,4,16.92,3.38
SO21296,2,20-06-2024,CUST2092,Coffee Maker,3,493.13,73.97
SO21297,1,04-09-2024,CUST2450,Running Shoes,3,37.97,5.7
SO21298,2,30-08-2024,CUST2455,Moisturizer,4,145.13,29.03
SO21299,1,18-08-2024,CUST2286,Dash Cam,2,330.24,33.02
SO21300,2,02-07-2024,CUST1526,Smartphone,1,893.23,44.66
SO21301,4,27-01-2025,CUST2263,Air Purifier,3,471.37,70.71
SO21302,1,08-01-2025,CUST1949,Mystery Novel,6,54.28,16.28
SO21303,2,31-08-2024,CUST2422,Moisturizer,8,145.13,58.05
SO21304,2,13-11-2024,CUST1502,Plant Pots,5,316.61,79.15
SO21305,3,12-02-2025,CUST1507,Biography,6,46.3,13.89
SO21306,1,28-05-2024,CUST2442,Hand Sanitizer,9,67.13,30.21
SO21307,1,25-01-2025,CUST1177,Smartwatch,1,1166.83,58.34
SO21308,4,19-12-2024,CUST1408,Hand Sanitizer,2,67.13,6.71
SO21309,1,25-02-2025,CUST1280,Foundation,3,135.88,20.38
SO21310,3,16-02-2025,CUST1521,Car Vacuum,3,98.41,14.76
SO21311,3,09-06-2024,CUST2731,Foundation,9,135.88,61.15
SO21312,2,29-03-2025,CUST1991,Coffee Maker,5,493.13,123.28
SO21313,1,09-02-2025,CUST1884,Hand Sanitizer,3,67.13,10.07
SO21314,4,25-11-2024,CUST1013,Doll,8,31.13,12.45
SO21315,2,20-06-2024,CUST2463,Microwave,3,306.02,45.9
SO21316,1,12-06-2024,CUST1318,Biography,7,46.3,16.2
SO21317,4,18-01-2025,CUST1963,Doll,3,31.13,4.67
SO21318,1,23-06-2024,CUST2549,Lawn Mower,5,312.5,78.12
SO21319,4,05-10-2024,CUST1910,Car Vacuum,7,98.41,34.44
SO21320,4,11-03-2025,CUST1803,GPS Navigator,1,379.55,18.98
SO21321,4,24-07-2024,CUST1644,Doll,5,31.13,7.78
SO21322,4,07-08-2024,CUST2123,First Aid Kit,5,102.73,25.68
SO21323,1,16-02-2025,CUST2137,Smartwatch,4,1166.83,233.37
SO21324,3,10-08-2024,CUST2705,Sunglasses,1,101.72,5.09
SO21325,1,11-09-2024,CUST2560,Tennis Racket,8,152.03,60.81
SO21326,3,18-05-2025,CUST1069,Running Shorts,9,278.63,125.38
SO21327,3,24-05-2025,CUST2833,T-Shirt,6,74.96,22.49
SO21328,4,01-11-2024,CUST1278,Cookbook,7,42.12,14.74
SO21329,4,28-09-2024,CUST1973,Jacket,7,178.65,62.53
SO21330,2,21-06-2024,CUST1111,Thermometer,5,245.46,61.36
SO21331,3,12-01-2025,CUST1471,Doll,9,31.13,14.01
SO21332,4,21-06-2024,CUST1761,Tire Inflator,1,127.25,6.36
SO21333,1,25-06-2024,CUST1456,Car Vacuum,9,98.41,44.28
SO21334,4,31-10-2024,CUST1846,Cookbook,6,42.12,12.64
SO21335,4,18-03-2025,CUST2183,Yoga Mat,2,127.99,12.8
SO21336,4,24-11-2024,CUST2118,Tennis Racket,3,152.03,22.8
SO21337,1,26-07-2024,CUST1596,Laptop,1,1357.95,67.9
SO21338,4,02-10-2024,CUST1400,Tire Inflator,5,127.25,31.81
SO21339,2,22-08-2024,CUST2886,Biography,4,46.3,9.26
SO21340,2,10-12-2024,CUST1395,Dash Cam,5,330.24,82.56
SO21341,2,28-08-2024,CUST1044,Laptop,2,1357.95,135.8
SO21342,1,08-09-2024,CUST1336,Basketball,2,252.86,25.29
SO21343,3,17-06-2024,CUST1007,Biography,9,46.3,20.84
SO21344,2,02-07-2024,CUST2879,Microwave,1,306.02,15.3
SO21345,3,18-08-2024,CUST2674,Fertilizer,1,77.63,3.88
SO21346,1,23-12-2024,CUST2722,Thermometer,8,245.46,98.18
SO21347,4,14-12-2024,CUST1620,Smartwatch,5,1166.83,291.71
SO21348,1,09-05-2025,CUST2260,Bluetooth Speaker,4,781.62,156.32
SO21349,1,28-12-2024,CUST1386,Lawn Mower,9,312.5,140.62
SO21350,4,10-06-2024,CUST2693,Air Purifier,7,471.37,164.98
SO21351,2,29-07-2024,CUST1829,First Aid Kit,9,102.73,46.23
SO21352,3,27-05-2025,CUST1535,Children's Book,2,6.62,0.66
SO21353,3,06-03-2025,CUST2512,Smartwatch,3,1166.83,175.02
SO21354,3,03-09-2024,CUST1297,Fertilizer,5,77.63,19.41
SO21355,1,19-11-2024,CUST2437,Sunglasses,3,101.72,15.26
SO21356,2,28-10-2024,CUST1376,Laptop,2,1357.95,135.8
SO21357,2,08-12-2024,CUST2159,Hand Sanitizer,6,67.13,20.14
SO21358,4,10-10-2024,CUST2058,Biography,2,46.3,4.63
SO21359,1,03-02-2025,CUST1393,Smartwatch,7,1166.83,408.39
SO21360,4,19-11-2024,CUST2260,Cookbook,4,42.12,8.42
SO21361,4,09-09-2024,CUST1697,Car Cover,1,380.21,19.01
SO21362,2,27-02-2025,CUST2298,Laptop,5,1357.95,339.49
SO21363,2,03-07-2024,CUST1379,Lawn Mower,8,312.5,125
SO21364,4,25-09-2024,CUST2565,Moisturizer,6,145.13,43.54
SO21365,4,11-07-2024,CUST1640,Yoga Mat,5,127.99,32
SO21366,1,14-04-2025,CUST1524,Jacket,9,178.65,80.39
SO21367,3,21-12-2024,CUST1577,Microwave,1,306.02,15.3
SO21368,2,11-04-2025,CUST2958,Basketball,8,252.86,101.14
SO21369,4,03-01-2025,CUST2063,Smartwatch,3,1166.83,175.02
SO21370,1,09-11-2024,CUST1945,Jeans,6,102.22,30.67
SO21371,1,20-02-2025,CUST1107,Air Purifier,1,471.37,23.57
SO21372,2,03-09-2024,CUST2566,Vitamin Supplements,5,247.52,61.88
SO21373,4,27-01-2025,CUST1345,Tennis Racket,4,152.03,30.41
SO21374,3,06-06-2024,CUST1340,Foundation,1,135.88,6.79
SO21375,4,07-11-2024,CUST2263,Garden Hose,5,137.73,34.43
SO21376,3,03-07-2024,CUST1528,Car Vacuum,8,98.41,39.36
SO21377,2,16-07-2024,CUST1456,Doll,5,31.13,7.78
SO21378,3,09-10-2024,CUST2643,Sunglasses,1,101.72,5.09
SO21379,1,20-02-2025,CUST1634,First Aid Kit,8,102.73,41.09
SO21380,2,16-06-2024,CUST2596,Hand Sanitizer,9,67.13,30.21
SO21381,4,29-06-2024,CUST2193,Biography,4,46.3,9.26
SO21382,3,20-09-2024,CUST2797,Hand Sanitizer,6,67.13,20.14
SO21383,1,07-03-2025,CUST2998,Tire Inflator,3,127.25,19.09
SO21384,3,06-09-2024,CUST2646,Jeans,4,102.22,20.44
SO21385,1,23-12-2024,CUST1319,Science Textbook,9,16.92,7.61
SO21386,1,18-05-2025,CUST2893,Building Blocks,2,58.63,5.86
SO21387,2,22-12-2024,CUST1034,Children's Book,8,6.62,2.65
SO21388,1,06-04-2025,CUST1817,Building Blocks,2,58.63,5.86
SO21389,1,04-02-2025,CUST1131,Sunglasses,6,101.72,30.52
SO21390,1,25-09-2024,CUST1432,Pruning Shears,8,307.9,123.16
SO21391,2,05-04-2025,CUST2421,Running Shoes,3,37.97,5.7
SO21392,1,09-07-2024,CUST1453,Remote Car,2,6.8,0.68
SO21393,2,19-08-2024,CUST2182,Basketball,7,252.86,88.5
SO21394,2,29-05-2024,CUST2138,Vacuum Cleaner,3,111.58,16.74
SO21395,4,09-07-2024,CUST1303,Wireless Earbuds,9,1043.5,469.58
SO21396,4,18-02-2025,CUST2306,Action Figure,8,60.65,24.26
SO21397,4,25-10-2024,CUST1513,Dash Cam,9,330.24,148.61
SO21398,3,23-02-2025,CUST2434,Hand Sanitizer,6,67.13,20.14
SO21399,3,15-05-2025,CUST1657,Wireless Earbuds,9,1043.5,469.58
SO21400,2,11-06-2024,CUST1495,Tennis Racket,7,152.03,53.21
SO21401,1,28-11-2024,CUST1103,Coffee Maker,6,493.13,147.94
SO21402,3,09-10-2024,CUST2918,Football,6,54.37,16.31
SO21403,1,07-10-2024,CUST2067,T-Shirt,6,74.96,22.49
SO21404,2,27-12-2024,CUST1197,Bluetooth Speaker,7,781.62,273.57
SO21405,4,06-08-2024,CUST1698,Bluetooth Speaker,9,781.62,351.73
SO21406,3,01-11-2024,CUST1555,Yoga Mat,6,127.99,38.4
SO21407,4,29-07-2024,CUST2150,Tire Inflator,1,127.25,6.36
SO21408,4,13-08-2024,CUST1671,Dash Cam,4,330.24,66.05
SO21409,2,03-07-2024,CUST2629,Puzzle,4,53.84,10.77
SO21410,3,24-07-2024,CUST1962,Children's Book,7,6.62,2.32
SO21411,2,22-12-2024,CUST2185,Plant Pots,6,316.61,94.98
SO21412,2,09-05-2025,CUST2024,Football,2,54.37,5.44
SO21413,3,25-12-2024,CUST1096,Doll,9,31.13,14.01
SO21414,1,25-02-2025,CUST2437,Hand Sanitizer,9,67.13,30.21
SO21415,4,27-03-2025,CUST1242,Doll,8,31.13,12.45
SO21416,3,12-10-2024,CUST1834,Building Blocks,8,58.63,23.45
SO21417,3,29-06-2024,CUST1629,Plant Pots,1,316.61,15.83
SO21418,4,04-10-2024,CUST1915,Blood Pressure Monitor,2,172.01,17.2
SO21419,4,08-01-2025,CUST2304,Lipstick,3,132.35,19.85
SO21420,3,28-07-2024,CUST2378,Children's Book,9,6.62,2.98
SO21421,2,07-03-2025,CUST1481,Football,3,54.37,8.16
SO21422,1,17-06-2024,CUST1343,Remote Car,6,6.8,2.04
SO21423,4,12-11-2024,CUST2598,Building Blocks,2,58.63,5.86
SO21424,2,23-05-2025,CUST1326,Doll,5,31.13,7.78
SO21425,3,04-09-2024,CUST2421,Smartphone,2,893.23,89.32
SO21426,1,14-08-2024,CUST1310,Yoga Mat,6,127.99,38.4
SO21427,1,09-02-2025,CUST2372,Action Figure,4,60.65,12.13
SO21428,1,13-01-2025,CUST2816,Bluetooth Speaker,2,781.62,78.16
SO21429,3,30-06-2024,CUST2182,Dash Cam,5,330.24,82.56
SO21430,4,31-03-2025,CUST2380,Hand Sanitizer,1,67.13,3.36
SO21431,1,31-07-2024,CUST1001,GPS Navigator,7,379.55,132.84
SO21432,4,10-05-2025,CUST1323,Blender,6,265.85,79.76
SO21433,4,17-04-2025,CUST1724,Lawn Mower,4,312.5,62.5
SO21434,3,27-02-2025,CUST2748,Lawn Mower,6,312.5,93.75
SO21435,1,11-03-2025,CUST2719,Hand Sanitizer,8,67.13,26.85
SO21436,4,05-10-2024,CUST2837,Basketball,5,252.86,63.22
SO21437,1,04-12-2024,CUST2189,Fertilizer,7,77.63,27.17
SO21438,1,06-04-2025,CUST1010,Running Shoes,9,37.97,17.09
SO21439,3,15-08-2024,CUST1000,Car Vacuum,7,98.41,34.44
SO21440,1,14-08-2024,CUST1824,Mystery Novel,9,54.28,24.43
SO21441,1,22-12-2024,CUST2847,Action Figure,6,60.65,18.2
SO21442,4,07-03-2025,CUST1300,Moisturizer,7,145.13,50.8
SO21443,1,10-04-2025,CUST2372,T-Shirt,6,74.96,22.49
SO21444,1,25-07-2024,CUST2546,T-Shirt,8,74.96,29.98
SO21445,4,18-07-2024,CUST1170,Microwave,3,306.02,45.9
SO21446,3,05-11-2024,CUST2420,Smartphone,2,893.23,89.32
SO21447,2,07-06-2024,CUST1504,Car Vacuum,7,98.41,34.44
SO21448,1,01-04-2025,CUST2207,Air Purifier,1,471.37,23.57
SO21449,2,27-05-2025,CUST2248,T-Shirt,6,74.96,22.49
SO21450,1,10-08-2024,CUST1413,Fertilizer,9,77.63,34.93
SO21451,1,01-05-2025,CUST1505,Dash Cam,6,330.24,99.07
SO21452,2,22-10-2024,CUST2520,Bluetooth Speaker,8,781.62,312.65
SO21453,1,21-01-2025,CUST1290,T-Shirt,5,74.96,18.74
SO21454,1,09-02-2025,CUST1322,Microwave,3,306.02,45.9
SO21455,4,01-06-2024,CUST1860,Doll,5,31.13,7.78
SO21456,3,31-08-2024,CUST2967,Thermometer,3,245.46,36.82
SO21457,2,14-09-2024,CUST1346,Dash Cam,4,330.24,66.05
SO21458,4,07-06-2024,CUST1740,Sunglasses,3,101.72,15.26
SO21459,3,27-12-2024,CUST2288,Foundation,5,135.88,33.97
SO21460,4,10-07-2024,CUST2365,Mystery Novel,3,54.28,8.14
SO21461,1,04-04-2025,CUST2333,Plant Pots,1,316.61,15.83
SO21462,1,23-01-2025,CUST1953,Car Vacuum,1,98.41,4.92
SO21463,2,12-06-2024,CUST1834,Smartphone,3,893.23,133.98
SO21464,2,13-09-2024,CUST2525,Lipstick,5,132.35,33.09
SO21465,3,20-10-2024,CUST2610,Car Cover,4,380.21,76.04
SO21466,3,23-03-2025,CUST1399,Car Cover,9,380.21,171.09
SO21467,3,21-06-2024,CUST2373,Fertilizer,8,77.63,31.05
SO21468,4,10-11-2024,CUST1660,Action Figure,6,60.65,18.2
SO21469,1,08-09-2024,CUST2467,Thermometer,3,245.46,36.82
SO21470,2,25-10-2024,CUST2036,Pruning Shears,6,307.9,92.37
SO21471,2,29-07-2024,CUST2906,Vacuum Cleaner,3,111.58,16.74
SO21472,1,25-08-2024,CUST1585,Nail Polish,6,101.32,30.4
SO21473,2,18-03-2025,CUST1742,Microwave,6,306.02,91.81
SO21474,1,29-11-2024,CUST1301,Action Figure,4,60.65,12.13
SO21475,2,20-03-2025,CUST1696,Fertilizer,2,77.63,7.76
SO21476,2,04-07-2024,CUST2159,Microwave,2,306.02,30.6
SO21477,2,10-04-2025,CUST2233,Science Textbook,9,16.92,7.61
SO21478,3,08-11-2024,CUST1561,Lawn Mower,7,312.5,109.38
SO21479,1,06-09-2024,CUST1007,Hand Sanitizer,2,67.13,6.71
SO21480,4,19-08-2024,CUST2873,Running Shorts,1,278.63,13.93
SO21481,4,12-02-2025,CUST2145,Nail Polish,8,101.32,40.53
SO21482,4,10-08-2024,CUST2965,Jeans,9,102.22,46
SO21483,3,14-04-2025,CUST2261,Tire Inflator,6,127.25,38.18
SO21484,3,26-10-2024,CUST2908,Laptop,3,1357.95,203.69
SO21485,1,13-08-2024,CUST1376,Thermometer,3,245.46,36.82
SO21486,3,17-06-2024,CUST2182,Blender,8,265.85,106.34
SO21487,4,23-01-2025,CUST2390,Building Blocks,1,58.63,2.93
SO21488,3,23-11-2024,CUST2111,Vitamin Supplements,5,247.52,61.88
SO21489,3,18-05-2025,CUST2453,Microwave,9,306.02,137.71
SO21490,4,19-12-2024,CUST1918,Jacket,8,178.65,71.46
SO21491,4,02-03-2025,CUST2002,Garden Hose,4,137.73,27.55
SO21492,4,26-02-2025,CUST1904,Action Figure,9,60.65,27.29
SO21493,3,27-01-2025,CUST2984,Dash Cam,9,330.24,148.61
SO21494,2,23-11-2024,CUST2683,Football,1,54.37,2.72
SO21495,1,26-02-2025,CUST1896,Football,4,54.37,10.87
SO21496,1,23-08-2024,CUST1525,Microwave,9,306.02,137.71
SO21497,1,01-09-2024,CUST2992,Yoga Mat,8,127.99,51.2
SO21498,3,11-06-2024,CUST2292,Thermometer,9,245.46,110.46
SO21499,4,31-01-2025,CUST2192,T-Shirt,9,74.96,33.73
SO21500,2,06-09-2024,CUST1438,Garden Hose,9,137.73,61.98
SO21501,4,16-08-2024,CUST2383,Car Vacuum,8,98.41,39.36
SO21502,2,04-10-2024,CUST2907,Foundation,4,135.88,27.18
SO21503,4,12-05-2025,CUST2113,Thermometer,7,245.46,85.91
SO21504,1,12-02-2025,CUST1025,T-Shirt,1,74.96,3.75
SO21505,1,16-01-2025,CUST2357,Wireless Earbuds,7,1043.5,365.22
SO21506,4,17-09-2024,CUST1910,Microwave,2,306.02,30.6
SO21507,4,19-02-2025,CUST1094,Lipstick,9,132.35,59.56
